CD_MUNICIPIO,NM_MUNICIPIO,NR_ZONA,NR_LOCAL_VOTACAO,NM_LOCAL,ENDERECO,LATITUDE,LONGITUDE
85871,CANGUÇU,14,1236,E.M.E.F. CARLOS MOREIRA,CANGUÇU VELHO,-31.3849865,-52.58436
85871,CANGUÇU,14,1244,SALÃO DA COMUNIDADE SÃO JOSÉ,CAPELA SÃO JOSÉ,,
85871,CANGUÇU,14,1252,COMUNIDADE EVANGÉLICA INDEPENDENTE,SOLIDEZ,-31.4407069,-52.6481215
85871,CANGUÇU,14,1260,E.M.E.F. JOAQUIM NABUCO,SANTA CLARA,-31.3547836,-52.8980544
85871,CANGUÇU,14,1279,E.M.E.F. GUIDO TIMM VENZKE,POSTO BRANCO,-31.2821232,-52.6077124
85871,CANGUÇU,14,1287,SALÃO DA COMUNIDADE CATÓLICA SÃO MIGUEL,ENCRUZILHADA DOS GRILOS,-31.5266972,-52.702826
85871,CANGUÇU,14,1295,SALÃO COMUNITÁRIO SÃO PEDRO,COXILHA DOS CAVALHEIROS,-31.425538,-52.7825281
85871,CANGUÇU,14,1309,SALÃO DA COMUNIDADE SANTÍSSIMA TRINDADE,ARES ALEGRE,-31.5018577,-52.6368791
85871,CANGUÇU,14,1317,E.M.E.F. SANTA MARIA,PASSO DO VALADÃO,-31.4305374,-52.7389313
85871,CANGUÇU,14,1325,E.M.E.F. BAZILIO DUARTE (DESATIVADA),CORREDOR DO SALSO,,
85871,CANGUÇU,14,1333,E.M.E.F. SANTA MARTA (DESATIVADA),FAVILA,-31.3626864,-52.5477296
85871,CANGUÇU,14,1341,E.M.E.F.  SÃO LUIZ GONZAGA,PASSO DO ATALHO,-31.5134651,-52.6756303
85871,CANGUÇU,14,1350,E.M.E.F. SANTO ÂNGELO,SOLIDEZ,-31.3155806,-52.5689979
85871,CANGUÇU,14,1368,E.M.E.F. VINTE DE SETEMBRO,RINCÃO DOS MAIAS,-31.4110041,-52.5823882
85871,CANGUÇU,14,1376,CASA COMERCIAL DE DIOGO PAPINE,COXILHA DOS VENTOS,,
85871,CANGUÇU,14,1384,PARÓQUIA SANTO ANTÔNIO DA IGREJA EPISCOPAL - LADO DA RÁDIO SORRISO,ARROIO DAS PEDRAS,-31.1695548,-52.6101193
85871,CANGUÇU,14,1392,E.E.E.M. ALBERTO WIENKE,HERVAL,-31.2593303,-52.5043882
85871,CANGUÇU,14,1406,E.E.E.F. DR CARLOS MESKO,IGUATEMI,-31.2335585,-52.5724875
85871,CANGUÇU,14,1422,E.M.E.F. CARLOS SOARES DA SILVEIRA,NOVA GONÇALVES,-31.1828955,-52.449876
85871,CANGUÇU,14,1430,E.E.E.F. ZÓTICO SOARES DA SILVA,IGUATEMI,-31.173089,-52.5364351
85871,CANGUÇU,14,1449,E.M.E.F. HEITOR SOARES RIBEIRO,FLORIDA,-31.1974255,-52.6710328
85871,CANGUÇU,14,1457,COMUNIDADE IGREJA BATISTA,FAZENDA SANTA RITA,,
85871,CANGUÇU,14,1465,E.M.E.F. JULIO FREDERICO REINECKEN (DESATIVADA),POTREIRO GRANDE,-31.2133816,-52.6138832
85871,CANGUÇU,14,1473,E.M.E.F. ALBERTO BERGMANN FILHO,SANTA BÁRBARA,-31.3045573,-52.4708109
85871,CANGUÇU,14,1481,CASA COMERCIAL NEDES CARDOSO,FLORIDA,-31.176213,-52.6599909
85871,CANGUÇU,14,1490,E.E.E.M. SENADOR ALBERTO PASQUALINI,FAXINAL,-31.1994689,-52.7558837
85871,CANGUÇU,14,1503,ASSOCIAÇÃO HARMONIA,HARMONIA,-31.3270406,-52.8401024
85871,CANGUÇU,14,1511,E.M.E.F. SECUNDINO SILVEIRA DA SILVA,VILA SILVA,-31.2900671,-52.7841183
85871,CANGUÇU,14,1520,E.E.E.F. FELICIANO BARCELLOS NUNES,COXILHA DO FOGO,-31.1131984,-52.8191556
85871,CANGUÇU,14,1538,E.M.E.F. ALMIRANTE BARROSO (DESATIVADA),BAIXADA DO RODEIO,-31.2895955,-52.7386169
85871,CANGUÇU,14,1546,ASSOCIAÇÃO COMUNITÁRIA PARAÍSO,PARAÍSO,-31.3865101,-52.6856425
85871,CANGUÇU,14,1554,E.M.E.F. FRANCISCO JOSÉ BARBOSA,VENDA DA LAGOA,-31.2035297,-52.8214173
85871,CANGUÇU,14,1562,POSTO DE SAÚDE - FRENTE ESCOLA GENTIL GOULART DA SILVEIRA (DESAT.),RINCÃO DO PROGRESSO,-30.973696,-52.7293772
85871,CANGUÇU,14,1570,E.M.E.F. JOSÉ MARIA DUTRA,BOA VISTA,-31.0165222,-52.8061435
85871,CANGUÇU,14,1589,ASSOCIAÇÃO DESENVOLVIMENTO COMUNITÁRIO COXILHA DO LAGEADO E ARREDORES,COXILHA DO LAGEADO,,
85871,CANGUÇU,14,1597,ASSOCIAÇÃO COXILHA DOS PEREIRA,COXILHA DOS PEREIRA,,
85871,CANGUÇU,14,1600,E.M.E.F. OSCAR DA SILVA RAMOS (DESATIVADA),ARVORITO,-31.2109821,-52.8906846
85871,CANGUÇU,14,1619,E.M.E.F.  DOM BOSCO (DESATIVADA),BOA VISTA,-31.4522284,-52.8820132
85871,CANGUÇU,14,1627,POSTO DE SAÚDE (ASSOC. COM. JOSÉ FRANCISCO MEIRELES),SANTO ANTONIO,-31.0449632,-52.7251741
85871,CANGUÇU,14,1635,ASSOCIAÇÃO RINCÃO DO FLORIANO,RINCÃO DOS MARQUES,-31.5896593,-52.9072152
85871,CANGUÇU,14,1643,CENTRO COMUNITÁRIO SÃO JOÃO EVANGELISTA,RINCÃO DOS CRAVOS,-31.5509153,-52.9527585
85871,CANGUÇU,14,1651,ASSOCIAÇÃO NOSSA SENHORA DA PENHA,SANGA FUNDA,-31.5441908,-52.6832812
85871,CANGUÇU,14,1660,SALÃO COMUNITÁRIO SANTA LUZIA,PASSO DO SARAIVA,-31.5066094,-52.7898976
85871,CANGUÇU,14,1678,IGREJA CATÓLICA SANTO ANTONIO,COXILHA DAS FLORES,-31.5870165,-52.7883648
85871,CANGUÇU,14,1686,E.M.E.F. BENTO GONÇALVES (DESATIVADA) - ASSOCIAÇÃO DO QUILOMBO,PASSO DO LOURENÇO,-31.5569203,-52.8199439
85871,CANGUÇU,14,1694,SALÃO DA COMUNIDADE RENOVAÇÃO,PASSO DO LAGEADO,-31.5697963,-52.9361151
85871,CANGUÇU,14,1716,E.M.E.F. MARECHAL FLORIANO,TRAPEIRA,-31.5504069,-52.7436446
85871,CANGUÇU,14,1724,E.M.E.F. MONTEIRO LOBATO,PASSO DO MARIA ANTONIA (DESATIVADA),,
85871,CANGUÇU,14,1732,E.M.E.F. SÃO JUDAS TADEU (DESATIVADA),COXILHA DOS PIEGAS,-31.4798663,-52.8524728
85871,CANGUÇU,14,1740,E.M.E.F. PRESIDENTE CASTELO BRANCO,COXILHA DOS PIEGAS,-31.4798663,-52.8524728
85871,CANGUÇU,14,1759,E.M.E.F. RIO BRANCO,TRÊS PORTEIRAS,-31.2805819,-52.6059604
85871,CANGUÇU,14,1775,E.E.E.M. JOSÉ VERIDIANO FERREIRA,COLÔNIA PALMA,-31.1321331,-52.4068729
85871,CANGUÇU,14,1783,POSTO DE SAÚDE - AO LADO DA ESCOLA CIRO MOREIRA (DESATIVADA),ALTO ALEGRE,-30.989956,-52.409089
85871,CANGUÇU,14,1791,E.M.E.F. JÚLIO DE CASTILHOS,ESTÂNCIA DA FIGUEIRA,-31.1390441,-52.4929718
85871,CANGUÇU,14,1805,E.M.E.F. OSCAR FONSECA DA SILVA,ALTO DA CRUZ,-31.10241,-52.524205
85871,CANGUÇU,14,1813,CTG SENTINELA DA ARMADA,ARMADA,-30.9662719,-52.3361626
85871,CANGUÇU,14,1848,CENTRO COMUNITÁRIO DO PANTANOSO,PANTANOSO,-31.1845729,-52.7171305
85871,CANGUÇU,14,1856,SALÃO DA COMUNIDADE SÃO VICENTE,PASSO DAS OLIVEIRAS,,
85871,CANGUÇU,14,1864,COMUNIDADE SANTÍSSIMA TRINDADE,ARROIO DAS PEDRAS,-31.1695548,-52.6101193
85871,CANGUÇU,14,1872,SALÃO COMUNITÁRIO IMACULADO CORAÇÃO DE MARIA,FAXINAL,-31.1994689,-52.7558837
85871,CANGUÇU,14,1880,ASSOCIAÇÃO MELÕES E FLORES,RINCÃO DOS MELÕES,-31.5797261,-52.7434899
85871,CANGUÇU,14,1899,E.M.E.F. SÃO PEDRO (CORDILHEIRA),CORDILHEIRA,-31.0965865,-52.4021224
85871,CANGUÇU,14,1902,E.M.E.F. SANTO ESTEVÃO (DESATIVADA),COXILHA DAS TRÊS PEDRAS,-31.5233641,-52.8874955
85871,CANGUÇU,14,1910,E.M.E.F. SÃO TIAGO,CHÁCARA DO PARAISO,,
85871,CANGUÇU,14,1929,COMERCIAL FLORIDENSE,CERRO DOS LEMES,,
85871,CANGUÇU,14,1937,E.M.E.F. MACHADO DE ASSIS (DESATIVADA),IGUATEMI,-31.2335585,-52.5724875
85871,CANGUÇU,14,1945,COMUNIDADE SAO TIAGO,SANTO ANTONIO,-31.0449632,-52.7251741
85871,CANGUÇU,14,1961,E.M.E.F. EUCLIDES LUCAS DE OLIVEIRA (DESATIVADA),SANGA FUNDA,-31.5441908,-52.6832812
85871,CANGUÇU,14,1970,E.E.E.F. OZIEL ALVES PEREIRA,ASSENTAMENTO RENASCER - PANTANOSO,-30.9894255,-52.6213213
85871,CANGUÇU,14,1988,E.M.E.F. MEM DE SÁ (DESATIVADA),PASSO DO LOURENÇO,-31.5569203,-52.8199439
85871,CANGUÇU,14,2003,ASSOCIAÇÃO DE DESENVOLVIMENTO COMUNITÁRIO DO PASSO DA CANOA,RINCÃO DOS CRAVOS,-31.5509153,-52.9527585
85871,CANGUÇU,14,2046,ESCOLA DR. JAIME DE FARIA,CANGUÇU VELHO,-31.3694424,-52.6330671
85871,CANGUÇU,14,2054,SALÃO DA IGREJA EVANGÉLICA DO ADVENTO,REMANSO,-31.3913775,-52.889065
85871,CANGUÇU,14,2062,UNIDADE BÁSICA DE SAÚDE DO PASSO DO LOURENÇO,PASSO DO LOURENÇO,-31.5569203,-52.8199439
85898,CANOAS,134,1015,BARAO DO AMAZONAS - ESC. EST. ENSINO FUNDAMENTAL,"RUA VENANCIO AIRES, 3120 ",-29.9343072,-51.1754463
85898,CANOAS,170,1015,CRISTO REDENTOR-COLÉGIO ULBRA,,-29.9214771,-51.1888616
85898,CANOAS,171,1015,CRISTO REDENTOR-COLÉGIO ULBRA,,-29.9214771,-51.1888616
85898,CANOAS,66,1015,CENTRO UNIVERSITÁRIO LA SALLE,"VICTOR BARRETO, 2288",-29.9171444,-51.1811684
85898,CANOAS,134,1023,CSSGAPA - CLUBE DOS SUBOFICIAIS E SARGENTOS,"RUA TOBIAS BARRETO, 990",-29.9352615,-51.1604741
85898,CANOAS,170,1023,MARECHAL RONDON-COLÉGIO ESTADUAL,,-29.9214771,-51.1888616
85898,CANOAS,171,1023,MARECHAL RONDON-COLÉGIO ESTADUAL,,-29.9214771,-51.1888616
85898,CANOAS,66,1023,ASSOCIAÇÃO CULTURAL E BENEFICENTE GAÚCHO (BOLÃO GAÚCHO),ARACA 129,-29.9247473,-51.1843578
85898,CANOAS,170,1031,ESC MUN ENS FUND CEARA,,-29.9214771,-51.1888616
85898,CANOAS,171,1031,ÉRICO VERÍSSIMO-E.E.E. MED,,-29.9214771,-51.1888616
85898,CANOAS,66,1031,SALÃO PAROQUIAL SÃO LUÍS GONZAGA,"CÔNEGO JOSÉ LEÃO HARTMANN, 82",-29.9183944,-51.1835217
85898,CANOAS,134,1040,COLEGIO ESPIRITO SANTO - SOC. ENSINO BENEFICIENCIA PROVINCIA DO SUL,"RUA TAMOIO, 3393",-29.9306849,-51.1678311
85898,CANOAS,170,1040,ESC MUN ENS FUND THIAGO WURTH,,-29.9214771,-51.1888616
85898,CANOAS,171,1040,CASTELO BRANCO-E.M. DE 1 G.I.,,-29.9214771,-51.1888616
85898,CANOAS,66,1040,COLÉGIO MARIA AUXILIADORA,"GUILHERME SCHELL, 5888",-29.9173719,-51.1837454
85898,CANOAS,134,1058,CARLOS CHAGAS - INSTITUTO ESTADUAL DE EDUCACAO DR.,"RUA SANTA CRUZ, S/N",-29.946627,-51.1602746
85898,CANOAS,170,1058,CARLOS CHAGAS - INSTITUTO ESTADUAL DE EDUCACAO DR.,,-29.9214771,-51.1888616
85898,CANOAS,171,1058,EDGAR FONTOURA-E.M. E FUND. PREF.,,-29.9214771,-51.1888616
85898,CANOAS,66,1058,ESCOLA DE ENS. FUND. CANOAS,"GUILHERME MORSCH, 141",-29.9218312,-51.1826714
85898,CANOAS,170,1066,COLEGIO ULBRA SAO JOAO,,-29.9214771,-51.1888616
85898,CANOAS,66,1066,ESC. EST. DE ENS. MÉDIO ANDRÉ LEÃO PUENTE,"VICTOR KESSLER, 291",-29.9153915,-51.1856278
85898,CANOAS,134,1074,CENTRO DE PASTORAL LA SALLE,RUA LAJEADO 1300,-29.9541644,-51.1717136
85898,CANOAS,170,1074,ESC EST ENS MEDIO TEREZA FRANCESCUTTI,,-29.9214771,-51.1888616
85898,CANOAS,66,1074,ESCOLA ESTADUAL DE ENSINO MÉDIO GUILHERME DE ALMEIDA,"RUA CLOVIS BEVILAQUA, 963",-29.9128949,-51.2086935
85898,CANOAS,170,1082,ESC EST ENS MEDIO SAO FRANCISCO DE ASSIS,,-29.9214771,-51.1888616
85898,CANOAS,171,1082,SETE DE SETEMBRO -E.M. DE 1 G.I.,,-29.9214771,-51.1888616
85898,CANOAS,66,1082,SALÃO PAROQUIAL NOSSA SENHORA DE FÁTIMA,"OLIVEIRA VIANA, 350",-29.9417936,-51.1817738
85898,CANOAS,134,1090,CONCORDIA - COLEGIO LUTERANO,"RUA CAPISTRANO DE ABREU, 229",-29.9501585,-51.1742416
85898,CANOAS,170,1090,ESCOLA ESTADUAL DE ENS. MÉDIO GUARANI,,-29.9214771,-51.1888616
85898,CANOAS,171,1090,MIGUEL LAMPERT- COLÉGIO ESTADUAL,,-29.9214771,-51.1888616
85898,CANOAS,66,1090,ESCOLA ESTADUAL DE ENS. MÉDIO GUARANI,"RUA CAIRU, 2260",-29.9425458,-51.1845753
85898,CANOAS,134,1104,JOSE GOMES DE VASCONCELOS JARDIM - ESCOLA ESTADUAL DE ENS. MEDIO,RUA SANTOS FERREIRA 2985,,
85898,CANOAS,170,1104,ESC LUTERANA COMUNITARIA ENS FUND SAO MATEUS,,-29.9214771,-51.1888616
85898,CANOAS,171,1104,GERMANO WITROCK-E.E. DE ENS. FUND.PROF.,,-29.9214771,-51.1888616
85898,CANOAS,170,1112,SALAO PAROQUIAL SAO PIO X,,-29.9214771,-51.1888616
85898,CANOAS,171,1112,VASCO DA GAMA - E.E. DE ENS.FUND.,,-29.9214771,-51.1888616
85898,CANOAS,66,1112,E.E.E.F. PROFESSORA CLOTILDE BATISTA,"RUA CORONEL CAMISÃO, 415",-29.9138911,-51.1958849
85898,CANOAS,134,1120,GUANABARA - ESC. EST. DE ENSINO FUNDAMENTAL,"RUA ALEGRETE, 1359",-29.9546295,-51.1627582
85898,CANOAS,170,1120,ESC MUN ENS FUND PROF ODETTE YOLANDA O FREITAS,,-29.9214771,-51.1888616
85898,CANOAS,171,1120,VICENTE FREIRE - E.E. DE ENS.FUND. CEL.,,-29.9214771,-51.1888616
85898,CANOAS,66,1120,ESC. LUTERANA DE 1 GRAU DR. MARTINHO LUTERO,"RUA CORONEL VICENTE, N 1340",-29.918469,-51.1930092
85898,CANOAS,134,1139,JASMELINO JARDIM - ESC. EST. DE ENS. FUNDAMENTAL,"TRAVESSA INDIGENA, 1",,
85898,CANOAS,170,1139,ESC MUN ENS FUND MIN RUBEM CARLOS LUDWIG,,-29.9214771,-51.1888616
85898,CANOAS,171,1139,SALÃO PAROQUIAL SÃO CRISTÓVÃO,,-29.9214771,-51.1888616
85898,CANOAS,66,1139,ESC. MUN. DE ENS. FUND. ARTHUR PEREIRA DE VARGAS,"RUA DOS CEDROS, 23",-29.9171342,-51.2067685
85898,CANOAS,134,1147,LA SALLE NITERÓI - SOCIEDADE PORVIR CIENTIFICO,RUA TAMOIO 821,-29.9539144,-51.1686347
85898,CANOAS,171,1147,PADRE JAEGER - E.E. DE ENS. FUND.,,-29.9214771,-51.1888616
85898,CANOAS,170,1155,ESC MUN ENS FUND DAVID CANABARRO,,-29.9214771,-51.1888616
85898,CANOAS,171,1155,PAZ- UNIDADE DE ENSINO,,-29.9214771,-51.1888616
85898,CANOAS,134,1163,DUQUE DE CAXIAS - ESC. MUN. DE ENSINO FUNDAMENTAL,"RUA MONTE CASTELO, 975",-29.9285422,-51.165445
85898,CANOAS,170,1163,ESC MUN ENS FUND MAX ADOLFO ODERICH,,-29.9214771,-51.1888616
85898,CANOAS,171,1163,SÃO MARCOS-ESCOLA ULBRA,,-29.9214771,-51.1888616
85898,CANOAS,170,1171,ESC EST ENS FUND CRISTOVAO COLOMBO,,-29.9214771,-51.1888616
85898,CANOAS,171,1171,GUAJUVIRAS - E.M. E. FUND. (COLÉGIO UM),,-29.9214771,-51.1888616
85898,CANOAS,134,1180,FARROUPILHA - ESCOLA MUNICIPAL ENSINO FUNDAMENTAL,RUA ALBERTO BINS 160,-29.9367797,-51.1688308
85898,CANOAS,170,1180,ESC MUN ENS FUND JOAO PAULO I,,-29.9214771,-51.1888616
85898,CANOAS,171,1180,CARLOS DRUMOND DE ANDRADE - E.M. DE 1 G.,,-29.9214771,-51.1888616
85898,CANOAS,171,1198,MARGOT T.N. GIACOMAZZI-E.E. DE ENS. MED. PROF.,,-29.9214771,-51.1888616
85898,CANOAS,134,1201,AMJI - ASSOCIAÇÃO DOS MORADORES DO JARDIM IDEAL,"RUA NAZARÉ, 617",-29.9295154,-51.15621
85898,CANOAS,171,1201,GENERAL NETO - E.M.E FUND.,,-29.9214771,-51.1888616
85898,CANOAS,134,1210,PERNAMBUCO - ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL,"RUA CONCORDIA, 1740",-29.950207,-51.1586369
85898,CANOAS,171,1210,JUSSARA MARIA POLIDORO-COLÉGIO ESTADUAL. PROF.,,-29.9214771,-51.1888616
85898,CANOAS,171,1228,NANCY FERREIRA PANSERA - E. M. DE ENS. FUND. PROF.,,-29.9214771,-51.1888616
85898,CANOAS,134,1236,SANTOS DUMONT - ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL,RUA ARTHUR BERNARDES 654,,
85898,CANOAS,171,1244,PLANALTO CANOENSE - E. E. DE ENS.FUND.,,-29.9214771,-51.1888616
85898,CANOAS,134,1252,THEODORO BOGEN - ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL,"RUA 11 DE JUNHO,1001",-29.9412189,-51.1656905
85898,CANOAS,171,1252,ERNA WÜRTH - E. M. DE ENS. FUND. (CAIC),,-29.9214771,-51.1888616
85898,CANOAS,66,1252,ESCOLA MUN. DE ENS. FUND. ASSIS BRASIL,"ROBERTO FRANCISCO BEHERENS, 520",,
85898,CANOAS,134,1260,SAO JOSE - ESCOLA DE ENSINO FUNDAMENTAL,RUA IRAI 459,-29.9643248,-51.1722836
85898,CANOAS,171,1260,WALTER PERACCHI DE BARCELLOS - E. M. DE ENS. FUND. GOV.,,-29.9214771,-51.1888616
85898,CANOAS,66,1260,ESCOLA MUN. DE ENS. FUND. RIO GRANDE DO SUL,"WENCESLAU BRAS, 35",,
85898,CANOAS,171,1279,O ACADÊMICO - CENTRO EDUCACIONAL CANOENSE,,-29.9214771,-51.1888616
85898,CANOAS,66,1279,COLÉGIO DA IMACULADA,ANA NERY 1285,-29.9607314,-51.1898022
85898,CANOAS,171,1287,CÔNEGO JOSÉ LEÃO HARTMANN -E.E. DE ENS. MED.,,-29.9214771,-51.1888616
85898,CANOAS,66,1287,ESC. EST. DE ENS. FUND. ANTÔNIO FRANCISCO LISBOA,PISTOIA 1255,-29.9540043,-51.1865217
85898,CANOAS,66,1295,ESC. EST. DE ENS. FUND. ÁLVARO MOREYRA,"HERMES DA FONSECA, S/N",-29.965727,-51.1888726
85898,CANOAS,134,1309,COLÉGIO RUI BARBOSA,"RUA JULIO DE CASTILHOS, 207",-29.955979,-51.1738537
85898,CANOAS,66,1309,ESC. EST. DE ENS. FUND. BARTOLOMEU DE GUSMÃO,PRIMAVERA 515,-29.9615377,-51.1815839
85898,CANOAS,134,1317,BARAO DO AMAZONAS - ESC. EST. ENSINO FUNDAMENTAL,"RUA OSVALDO CRUZ, 329",-29.940102,-51.1732271
85898,CANOAS,66,1317,ESC. EST. DE ENS. MÉDIO VISCONDE DO RIO BRANCO (POLIVALENTE),"RUA PISTOIA, 664",-29.9606325,-51.1848185
85898,CANOAS,134,1325,JOAO XXIII - ESC. EST. ENSINO MÉDIO,RUA SANTOS DUMONT 1721,-29.9461011,-51.1588126
85898,CANOAS,66,1325,ESC. MUN. DE ENS. FUND. CORONEL FRANCISCO PINTO BANDEIRA,"RUA NELSON PAIM TERRA, 1435",,
85898,CANOAS,134,1333,PROTASIO DIOGO DE JESUS - ESCOLA ESTADUAL DE ENS. FUNDAMENTAL,RUA DA FIGUEIRA 315,-29.9319079,-51.1739789
85898,CANOAS,66,1333,ESCOLA MUN. DE ENS. FUND. GENERAL OSÓRIO,"RUA NELSON PAIM TERRA, 925",,
85898,CANOAS,66,1341,ESC. MUN. DE ENS. FUND. DR. NELSON PAIM TERRA,"RUA PRIMAVERA,1676",-29.9651381,-51.1933903
85898,CANOAS,134,1368,IGREJA LUTERANA - COMUNIDADE EVANGELICA DE CANOAS,RUA MONTE CASTELO 470,-29.9215721,-51.161142
85898,CANOAS,134,1376,IRMÃO PEDRO - E.M. DE ENS. FUND.,"RUA OLAVO FERNANDES, 91",-29.9237734,-51.1403829
85898,CANOAS,134,1384,RONDÔNIA - E.M. DE ENS. FUND.,"RUA A. J. RENNER, 211",-29.9254997,-51.1466173
85898,CANOAS,134,1392,ILDO MENEGHETTI - E. M. DE ENS. FUND. ENG.,"RUA IMBÉ, 25",-29.916573,-51.1442849
85898,CANOAS,134,1406,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RS - IFRS","RUA DRA. MARIA ZÉLIA CARNEIRO DE FIGUEIREDO, 870",,
85898,CANOAS,134,1414,NANCY FERREIRA PANSERA - E. M. E. F. PROF.,"SETOR 6, AREA VERDE 13, S/N",,
85898,CANOAS,66,1414,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL GONCALVES DIAS,"RUA ENG. KINDLER, 1450 - VILA CERNE",-29.9133363,-51.2164437
85898,CANOAS,134,1422,COLÉGIO ROMANO SÃO JOSÉ,"RUA LICÍNIO CARDOSO, 121",-29.8818769,-51.1761566
85898,CANOAS,66,1422,ESC. MUN.  DE EDUCAÇÃO INFANTIL PROFESSORA MARILENE DA SILVA MACHADO,"RUA KANSAS, NÚMERO 400, LOTEAMENTO CENTRAL PARK",,
85898,CANOAS,134,1430,SETE DE SETEMBRO -E.M.E.F.,"ESTRADA DO NAZÁRIO, 1205",-29.9047642,-51.1297268
85898,CANOAS,66,1430,CENTRO UNIVERSITÁRIO LA SALLE,"AV VICTOR BARRETO, 2288",-29.9171444,-51.1811684
85898,CANOAS,134,1449,VASCO DA GAMA - E.E. ENS.FUND.,"RUA BOLÍVIA, 580",-29.8858363,-51.1734819
85898,CANOAS,66,1449,ESC MUN ENS FUND DAVID CANABARRO,"RUA FLORIANOPOLIS, 3893",-29.9060089,-51.2217883
85898,CANOAS,134,1457,ÉRICO VERÍSSIMO-E.E.ENS.MED.,"RUA BOQUEIRÃO, 1320",-29.8850747,-51.1375786
85898,CANOAS,66,1457,ESC MUN ENS FUND THIAGO WURTH,"AV. RIO GRANDE DO SUL,  4240",-29.9010717,-51.228036
85898,CANOAS,134,1465,COLÉGIO ROMANO SÃO PAULO,"RUA JACOB LONGONI, 10",-29.9247139,-51.1305309
85898,CANOAS,66,1465,ESC EST ENS MEDIO BENTO GONCALVES,"AV. RIO GRANDE DO SUL, 1055",-29.9021831,-51.190595
85898,CANOAS,134,1473,CÔNEGO JOSÉ LEÃO HARTMANN -E.E. ENS. MED.,"AV. 17 DE ABRIL, S/N - SETOR 4",,
85898,CANOAS,66,1473,ESC MUN ENS FUND PROF ODETTE YOLANDA O FREITAS,"RUA ERECHIM, 200",-29.9016752,-51.2333384
85898,CANOAS,134,1481,GUAJUVIRAS - E.M.E.F.,"RUA ANDRÉ LUIZ DOS ANJOS CONCEIÇÃO, 577",-29.9020928,-51.1349144
85898,CANOAS,66,1481,ESC MUN ENS FUND RIO DE JANEIRO,"RUA VEREADOR ANTONIO FERREIRA ALVES, 900",-29.9086493,-51.1828499
85898,CANOAS,134,1490,JUSSARA MARIA POLIDORO-COL. ESTADUAL,"AV. DEZESSETE DE ABRIL, S/N",-29.9012833,-51.1391418
85898,CANOAS,66,1490,ESC EST ENS FUND DR VICTOR HUGO LUDWIG,"AV. RIO GRANDE DO SUL, 2292",-29.9020035,-51.2037198
85898,CANOAS,134,1503,WALTER PERACCHI DE BARCELOS - E. M.E.F. GOV.,"RUA ALBERTO RODRIGUES DE OLIVEIRA, 125",-29.9238317,-51.1304842
85898,CANOAS,66,1503,ESC MUN ENS FUND JOAO PAULO I,"RUA SAO PEDRO PESCADOR,  525",-29.9093766,-51.2073348
85898,CANOAS,134,1511,MARGOT TEREZINHA NOAL GIACOMAZZI-E.E.ENS. MED. PROF.,"RUA ARROIO TEIXEIRA, S/N",-29.9090146,-51.1479583
85898,CANOAS,66,1511,ESC MUN ENS FUND MIN RUBEM CARLOS LUDWIG,"RUA SARANDI, 160",-29.9009607,-51.2226898
85898,CANOAS,134,1520,CRISTO REDENTOR-UNIDADE ENSINO,"RUA INCONFIDÊNCIA, 1231",-29.9263542,-51.1802615
85898,CANOAS,66,1520,ESC MUN SURDOS VITORIA,"AV. CACAPAVA,  400",-29.9025095,-51.1971234
85898,CANOAS,134,1538,GENERAL NETO - E.M.E.F.,"RUA JOSÉ DANILO MENEZES, 150",-29.9152203,-51.119422
85898,CANOAS,66,1538,ESC EST ENS FUND CRISTOVAO COLOMBO,SENADOR SALGADO FILHO 250,-29.8875453,-51.1823802
85898,CANOAS,134,1546,MARECHAL RONDON-COL. ESTADUAL,"RUA SANTINI LONGONI, 147",-29.9191159,-51.175815
85898,CANOAS,66,1546,ESC LUTERANA COMUNITARIA ENS FUND SAO MATEUS,"RUA FLORIANOPOLIS , 5201",-29.9078313,-51.1839471
85898,CANOAS,134,1554,O ACADÊMICO - EDU.CO,"RUA INCONFIDENCIA, 762",-29.9263542,-51.1802615
85898,CANOAS,66,1554,ESC MUN ENS FUND CEARA,"RUA SAO PAULO, 465",-29.89836,-51.1823999
85898,CANOAS,134,1562,CARLOS DRUMMOND DE ANDRADE - E.M. E.F.,"RUA 6, 400 - SETOR 5",,
85898,CANOAS,66,1562,COLEGIO ULBRA SAO JOAO,"RUA CAMPINAS ,  660",-29.9049931,-51.1967223
85898,CANOAS,134,1570,ERNA WÜRTH - E. M.E.F.,"AV. 17 DE ABRIL, S/N",,
85898,CANOAS,66,1570,ESC EST ENS MEDIO SAO FRANCISCO DE ASSIS,"RUA CAMPINAS, 2020",-29.9051289,-51.2114157
85898,CANOAS,134,1589,PADRE JAEGER - E.E. ENS. FUND.,"RUA SEN. ALBERTO PASQUALINE, 100",,
85898,CANOAS,66,1589,ESC MUN ENS FUND MAX ADOLFO ODERICH,"RUA PROF. DONA SARA, 100",-29.9104547,-51.2273108
85898,CANOAS,134,1597,PLANALTO CANOENSE - E. E.ENS.FUND.,"RUA DR.SEZEFREDO AZAMBUJA VIEIRA, 61",-29.9191638,-51.1448864
